,pessoa_id,pessoa_idade,salario_ano,propriedade_sit,ano_trabalhado,motivo_emprestimo,pontuacao_emprestimos,vl_total,tx_juros,inadimplencia,tx_renda_divida,hst_inadimplencia,hst_primeiro_credito
26891,3JSSSnj3-B0I3,25.0,21000.0,3,0.0,5,2,5175.0,12.53,0.0,0.25,0.0,4
26893,xv7KhQte-BY0s,36.0,40000.0,1,16.0,3,4,4000.0,18.07,0.0,0.1,1.0,14
26894,EgRceHZ1-JwUR,23.0,159996.0,1,2.0,2,1,12000.0,5.42,0.0,0.08,0.0,4
26895,wcLp9Bes-15WA,28.0,18000.0,3,0.0,4,1,2250.0,8.49,0.0,0.13,0.0,9
26896,IvrpevYo-Uuse,24.0,30000.0,2,1.0,4,5,15000.0,15.68,1.0,0.5,0.0,3
26897,jZ6P4x1S-l2h7,25.0,33000.0,1,6.0,5,1,8000.0,6.62,0.0,0.24,0.0,3
26898,UxhsJPv8-vQR3,26.0,150000.0,1,1.0,2,2,6000.0,10.74,0.0,0.04,0.0,2
26899,pI7XYjvw-M7pZ,27.0,34900.0,3,3.0,4,5,5000.0,16.7,1.0,0.14,1.0,9
26900,2pJcBSX6-tUbF,25.0,55000.0,1,1.0,3,1,6400.0,6.03,0.0,0.12,0.0,3
26901,0pQeb0Dw-oEtE,22.0,29916.0,3,1.0,2,4,6000.0,15.65,1.0,0.2,0.0,2
26902,6EI3lHkK-Uvge,33.0,30000.0,1,8.0,5,1,12000.0,7.14,0.0,0.4,0.0,5
26903,kyrsd1gv-THnd,29.0,59000.0,1,9.0,1,4,18000.0,15.65,1.0,0.31,1.0,8
26906,MsRzF2DL-NOEh,23.0,48000.0,3,2.0,1,2,15000.0,10.75,1.0,0.31,0.0,3
26907,JCd0rgIH-e1Q9,24.0,28000.0,3,3.0,4,5,6400.0,14.75,0.0,0.23,1.0,4
26909,qWQZOEBX-8OEI,23.0,90000.0,3,7.0,3,2,10000.0,12.69,0.0,0.11,0.0,4
26910,7j7vltTy-FDmF,28.0,51996.0,1,4.0,2,1,5000.0,7.51,0.0,0.1,0.0,7
26915,nY5HBqWW-coPC,24.0,50700.0,1,8.0,3,1,4500.0,8.9,0.0,0.09,0.0,4
26916,MJx9GFf0-0l5I,43.0,195000.0,1,4.0,3,3,10000.0,12.73,0.0,0.05,0.0,12
26917,so8sZflq-rYbi,26.0,36000.0,1,1.0,6,2,4500.0,10.59,1.0,0.13,0.0,2
26918,y5h8T8An-DEY2,31.0,30000.0,3,4.0,4,1,2200.0,7.49,0.0,0.07,0.0,10
26919,7wGKnzA2-NHpe,40.0,300000.0,1,3.0,5,3,16000.0,14.17,0.0,0.05,1.0,14
26920,PmMor0Ae-ZH4E,49.0,150000.0,1,0.0,3,5,20000.0,16.95,0.0,0.13,0.0,16
26921,NM4OFMwA-f6Tb,26.0,37200.0,1,1.0,2,2,6000.0,10.36,0.0,0.16,0.0,2
26922,Q0AYMQe9-eIp0,24.0,72000.0,1,4.0,4,2,5000.0,9.25,0.0,0.07,0.0,2
26923,MxzJrqQ3-uiG1,25.0,31800.0,3,2.0,2,1,3600.0,7.51,0.0,0.11,0.0,3
26925,SgEPwnh7-SgKT,25.0,96000.0,2,0.0,3,2,4000.0,9.88,0.0,0.04,0.0,3
26926,bwlHcBU8-jKm3,24.0,47500.0,3,4.0,2,1,4200.0,8.9,0.0,0.09,0.0,4
26928,GMW6dZjS-KoGg,23.0,145596.0,1,0.0,1,1,4700.0,6.92,0.0,0.03,0.0,2
26929,NTNaiiqu-MoLt,27.0,73000.0,1,11.0,2,1,10000.0,5.79,0.0,0.14,0.0,8
26930,PWZ9HEsb-aXLN,31.0,47700.0,3,2.0,4,2,12000.0,11.99,0.0,0.25,0.0,6
26931,R3ucPu5S-AsZG,22.0,36900.0,3,5.0,5,1,16000.0,7.9,1.0,0.43,0.0,2
26932,llzt44o3-ziIP,29.0,42000.0,3,1.0,4,2,11300.0,9.99,0.0,0.27,0.0,5
26933,tZ5la7Bv-kPCy,39.0,119000.0,3,3.0,1,2,22000.0,11.49,0.0,0.18,0.0,12
26934,SPfQ7afu-fbgQ,25.0,43000.0,1,5.0,1,1,10000.0,7.88,0.0,0.23,0.0,3
26935,gQB1vBJT-l3QD,42.0,30000.0,3,0.0,1,1,4200.0,7.49,0.0,0.14,0.0,13
26936,SfKQZGQk-sAUP,24.0,35000.0,3,8.0,3,1,8000.0,6.03,0.0,0.23,0.0,2
26937,MkNlnGjO-b3d8,21.0,26124.0,3,3.0,3,4,8875.0,15.62,1.0,0.34,1.0,3
26938,QZrR9ALv-54Kl,27.0,85000.0,1,7.0,3,3,10400.0,13.16,0.0,0.12,1.0,6
26939,x1KwrD8e-JpQD,23.0,49980.0,1,7.0,4,2,4800.0,10.37,1.0,0.1,0.0,2
26940,zHHKjngM-ZYnR,26.0,130000.0,1,5.0,3,4,35000.0,18.25,0.0,0.27,0.0,3
26941,P8Zs8hJR-ZbQe,29.0,56400.0,3,1.0,1,1,3000.0,7.9,1.0,0.05,0.0,6
26942,1MvYlK5y-sQDK,26.0,25000.0,3,5.0,3,1,6000.0,8.0,0.0,0.24,0.0,2
26944,8XLzWuJ9-N4MS,24.0,29435.0,3,8.0,5,1,12000.0,7.66,1.0,0.41,0.0,3
26945,ICu2LwIn-qW5u,30.0,185000.0,1,8.0,5,2,15000.0,10.99,0.0,0.08,0.0,7
26947,QbreJGTY-Qhyf,28.0,54400.0,3,0.0,4,4,10200.0,16.89,1.0,0.16,0.0,5
26948,bknZmsUF-ZA3I,25.0,88500.0,3,3.0,1,3,7200.0,13.47,0.0,0.08,0.0,3
26949,JWUKNphH-79WI,24.0,63000.0,3,3.0,5,3,11500.0,14.79,0.0,0.18,0.0,2
26950,ls99f3wR-7PNB,32.0,70000.0,3,2.0,3,1,9850.0,7.75,0.0,0.14,0.0,5
26951,Ff4iYOED-YFpM,24.0,57000.0,1,8.0,3,1,6000.0,5.99,0.0,0.11,0.0,3
26953,oSofk5rv-XkHU,23.0,43236.0,2,1.0,5,3,18000.0,12.87,0.0,0.42,0.0,2
26954,bdKzJK7Q-wX2d,26.0,90000.0,3,0.0,2,2,5525.0,11.36,0.0,0.06,0.0,4
26955,AM5IOE9f-GQTh,26.0,60000.0,3,5.0,1,3,10000.0,14.27,0.0,0.17,0.0,4
26956,HYrpfINs-ItKi,26.0,24000.0,3,0.0,5,2,3500.0,10.71,0.0,0.15,0.0,4
26957,80LlDeid-F7IQ,26.0,50004.0,3,3.0,5,3,15000.0,13.72,0.0,0.3,1.0,4
26958,rN16Se11-ZkmN,25.0,84000.0,1,8.0,2,2,8500.0,11.83,0.0,0.1,0.0,3
26959,IS7JDhcu-K6P6,23.0,30000.0,1,7.0,4,3,10000.0,13.79,1.0,0.33,0.0,2
26960,ATiu95m9-YkPC,25.0,38000.0,1,4.0,2,1,6000.0,5.42,0.0,0.16,0.0,2
26961,lTyTud2F-49Tf,22.0,57000.0,1,2.0,4,3,5950.0,13.49,0.0,0.1,1.0,3
26962,pgm7znpX-rful,30.0,96000.0,1,11.0,4,2,12000.0,9.99,0.0,0.13,0.0,7
26963,x2ZE3XCw-269O,30.0,46080.0,3,0.0,2,1,2000.0,6.99,0.0,0.04,0.0,8
26964,DinZ9Jg0-EKZ9,30.0,42000.0,3,0.0,5,2,2250.0,8.88,0.0,0.05,0.0,8
26965,8KBkcUbN-JuAh,37.0,90000.0,1,11.0,1,2,22000.0,8.88,0.0,0.24,0.0,12
26967,IKm6orWx-l9kN,21.0,11000.0,1,3.0,5,5,4575.0,17.74,1.0,0.42,1.0,3
26968,g4AhoRXD-hE8Q,24.0,40000.0,3,5.0,1,2,10000.0,11.99,0.0,0.25,0.0,3
26969,4vhHsPtm-Ps4p,21.0,36000.0,3,5.0,6,3,4000.0,12.99,1.0,0.11,0.0,4
26970,NR6qy9g3-Izb2,27.0,30000.0,1,3.0,2,3,5350.0,13.06,1.0,0.18,0.0,6
26973,XJds6iN0-b228,23.0,60000.0,3,2.0,1,1,5000.0,6.91,0.0,0.08,0.0,3
26974,bKgyZ28m-svMd,24.0,85000.0,1,2.0,1,2,7000.0,12.69,0.0,0.08,0.0,3
26975,vTrxjZkh-MiiZ,23.0,96000.0,3,7.0,3,1,7300.0,8.49,0.0,0.08,0.0,4
26976,cnTIapsr-viZa,28.0,42100.0,3,0.0,2,2,4925.0,11.49,0.0,0.12,0.0,7
26977,7vIGy3ZI-2oHp,28.0,80000.0,3,3.0,6,3,17000.0,13.85,0.0,0.21,1.0,8
26978,28IN4HB5-dutl,29.0,100000.0,1,7.0,4,3,15000.0,12.04,0.0,0.15,0.0,5
26979,dsHwvgJy-PLb0,44.0,67000.0,3,3.0,1,3,10000.0,11.66,0.0,0.15,1.0,15
26980,gm5eXCUS-J7RW,22.0,50000.0,3,7.0,4,3,4800.0,12.68,0.0,0.1,0.0,3
26981,N0QGKTSp-wIJP,31.0,240000.0,1,15.0,4,1,5500.0,5.42,0.0,0.02,0.0,5
26982,tQUuERen-6Cl0,26.0,185000.0,1,10.0,6,2,6000.0,11.12,0.0,0.03,0.0,4
26983,jjZX5syx-hNP6,24.0,39000.0,3,3.0,4,4,4000.0,14.61,0.0,0.1,1.0,4
26984,8H6EJ4iW-zv0q,23.0,70000.0,3,1.0,4,2,17000.0,8.88,0.0,0.24,0.0,4
26985,vBc0WZqJ-5fku,27.0,25200.0,3,0.0,5,3,2550.0,14.27,0.0,0.1,0.0,5
26986,riw8Fwz1-WUr3,25.0,45000.0,1,0.0,4,1,5950.0,7.74,0.0,0.13,0.0,2
26988,qQABgk3y-Mys2,27.0,40000.0,3,2.0,3,1,3000.0,7.4,0.0,0.07,0.0,9
26989,hiZf6rsa-pKh3,30.0,105000.0,1,8.0,1,1,26000.0,7.51,0.0,0.25,0.0,10
26990,1ooolPGP-E9f3,24.0,76000.0,1,9.0,1,2,20050.0,10.59,0.0,0.26,0.0,2
26991,vaItALIm-E81d,29.0,16800.0,3,4.0,2,1,5000.0,6.92,1.0,0.3,0.0,7
26992,KnvkEdnm-gxvS,23.0,70000.0,3,4.0,3,4,8000.0,16.02,0.0,0.11,0.0,2
26993,QBuKWWcl-fo91,29.0,115000.0,1,4.0,5,2,22000.0,12.69,0.0,0.19,0.0,10
26994,xZ8ZirBl-x3X8,30.0,42312.0,3,1.0,3,1,5500.0,8.59,0.0,0.13,0.0,6
26995,9EgpwwlI-ZS59,24.0,49920.0,3,0.0,4,3,7200.0,13.06,0.0,0.14,1.0,3
26996,TR1Tzw2P-Hb4p,23.0,82000.0,3,7.0,6,4,15000.0,18.25,1.0,0.18,1.0,2
26997,9QoYxnD8-sK5s,32.0,48400.0,3,1.0,4,1,12000.0,6.62,0.0,0.25,0.0,7
26998,FPTT6yWE-eKil,31.0,56000.0,1,3.0,4,1,12000.0,6.54,0.0,0.21,0.0,5
27000,T9J6Ygzg-ieMm,25.0,125000.0,2,9.0,2,1,15000.0,7.9,0.0,0.12,0.0,3
27001,lqNqqdzq-uHFT,25.0,60000.0,1,9.0,6,2,5500.0,10.74,0.0,0.09,0.0,2
27002,U0SRBGCi-CrCR,29.0,35000.0,3,6.0,4,2,7300.0,11.71,0.0,0.21,0.0,9
27003,RufBXQBp-rTDe,25.0,45000.0,3,0.0,3,2,5000.0,10.74,0.0,0.11,0.0,4
27004,P1OWqGZF-pPfh,32.0,60000.0,1,16.0,4,1,6000.0,6.62,0.0,0.1,0.0,5
27005,UBTOfBdA-CWo2,32.0,38000.0,3,3.0,1,1,6350.0,5.79,0.0,0.17,0.0,8
27007,TNssUTgW-xHJz,25.0,78500.0,3,2.0,4,2,12000.0,10.99,0.0,0.15,0.0,2
27008,5ANYCqdw-FDQE,24.0,66000.0,3,8.0,2,2,9600.0,11.26,0.0,0.15,0.0,3
27009,THR49jFv-1rSo,27.0,84000.0,3,7.0,5,3,12000.0,13.16,0.0,0.14,1.0,5
27010,WLv68Dpq-ZjRj,38.0,95000.0,2,6.0,6,5,14000.0,17.74,0.0,0.15,1.0,17
27011,2iZCMMR8-TTdy,22.0,23000.0,3,6.0,4,3,6250.0,12.73,0.0,0.27,0.0,2
27012,KHqSUeJm-Eutz,24.0,23500.0,1,2.0,1,2,7000.0,10.38,0.0,0.3,0.0,3
27013,Fkym9H4f-8guI,22.0,45020.0,3,6.0,3,2,8300.0,10.99,0.0,0.18,0.0,4
27014,ssncDcdq-ju0g,43.0,145000.0,0,1.0,5,0,7000.0,15.99,0.0,0.05,1.0,10
27015,s9zzij5a-QyMy,23.0,30000.0,3,4.0,3,3,8125.0,12.68,0.0,0.27,0.0,3
27016,AAriiWsD-qg9v,26.0,38000.0,3,6.0,2,1,10000.0,7.66,0.0,0.26,0.0,3
27017,FBGtulr2-sYvF,34.0,92000.0,1,14.0,6,2,16000.0,11.11,0.0,0.17,0.0,7
27019,EseAhwh9-E2GY,38.0,103970.0,1,0.0,1,3,15000.0,14.35,0.0,0.14,1.0,14
27020,Max6bspj-3lM1,27.0,45000.0,1,0.0,6,2,3900.0,11.36,0.0,0.09,0.0,6
27021,jdP17hCk-yIuA,24.0,55000.0,1,1.0,4,2,5225.0,9.91,0.0,0.1,0.0,4
27022,w0YbI30b-gkNM,27.0,140000.0,1,4.0,2,2,2800.0,11.99,0.0,0.02,0.0,9
27024,yXlkNaOR-llRp,33.0,35600.0,3,1.0,5,3,6000.0,13.49,1.0,0.17,0.0,5
27025,WM6eWYQH-t4tq,34.0,480000.0,1,5.0,2,4,14000.0,14.61,0.0,0.03,0.0,9
27026,jfX1NA2R-Et39,24.0,35000.0,1,2.0,3,2,8000.0,11.86,0.0,0.23,0.0,3
27027,CAFR4Lkt-sF7u,27.0,70000.0,1,11.0,1,1,1000.0,6.54,0.0,0.01,0.0,5
27030,wNc036Cj-ZgH2,25.0,96000.0,1,0.0,5,2,5000.0,11.83,0.0,0.05,0.0,4
27031,mA4u1rtQ-2IWe,24.0,205000.0,1,5.0,1,2,10000.0,9.63,0.0,0.05,0.0,4
27034,7Jh0h7Cx-OshR,22.0,50000.0,2,3.0,3,1,5000.0,7.29,0.0,0.1,0.0,4
27035,Xz35jp8Z-Uhji,25.0,165000.0,3,3.0,3,1,14950.0,6.62,0.0,0.09,0.0,3
27036,9DdOSnPx-coBs,37.0,24500.0,3,0.0,2,2,2400.0,11.71,0.0,0.1,0.0,11
27037,gv8zeBLR-W4ei,28.0,54000.0,3,11.0,1,4,10000.0,16.02,1.0,0.19,1.0,8
27038,oypr4yEB-hLQ5,31.0,45000.0,3,5.0,4,1,14000.0,7.91,1.0,0.31,0.0,5
27039,s1EOzsvT-R9Js,31.0,50000.0,3,8.0,1,1,6500.0,9.38,0.0,0.13,0.0,5
27040,xxk43SDA-rEAE,22.0,75000.0,3,0.0,1,2,4800.0,12.21,0.0,0.06,0.0,2
27041,8n2NHzMX-hMsk,29.0,75000.0,2,1.0,5,2,18000.0,12.42,0.0,0.24,0.0,9
27042,cBk06UT9-Nu9Q,37.0,27000.0,3,2.0,6,1,8500.0,8.49,1.0,0.31,0.0,17
27043,ixMvsQid-Ttti,34.0,50000.0,3,1.0,3,3,2400.0,13.49,0.0,0.05,1.0,9
27044,xR1ePgh6-rv37,26.0,59000.0,1,5.0,4,4,8000.0,15.99,1.0,0.14,1.0,2
27046,nBf0OvpO-SfaX,21.0,29000.0,3,5.0,4,4,7000.0,12.61,1.0,0.24,1.0,2
27048,wCuc0LrQ-iYoP,23.0,87000.0,3,1.0,1,2,7500.0,10.33,0.0,0.09,0.0,2
27049,eIRAJ3AH-Kvxz,22.0,76500.0,3,0.0,6,4,7500.0,13.24,1.0,0.1,1.0,4
27050,w514hMSu-D8KJ,23.0,45000.0,3,2.0,3,3,1700.0,14.72,0.0,0.04,0.0,2
27051,b44tkbbK-nNi1,26.0,26400.0,3,6.0,4,3,6000.0,6.0,0.0,0.23,0.0,4
27052,9X8bDsup-oQWx,27.0,80000.0,3,3.0,3,1,20000.0,7.49,0.0,0.25,0.0,9
27053,JypCLl2R-3nlR,24.0,30000.0,3,8.0,3,1,7500.0,5.79,0.0,0.25,0.0,2
27054,ISosITej-BJuU,22.0,60000.0,1,1.0,3,3,7500.0,11.66,0.0,0.13,0.0,2
27055,B19dM6YX-rmze,26.0,36000.0,1,2.0,2,2,10000.0,10.75,0.0,0.28,0.0,2
27056,mPng97f7-p9G7,28.0,55000.0,3,7.0,1,3,7500.0,12.84,0.0,0.14,1.0,6
27058,cWATaEUJ-JC5x,23.0,40000.0,2,7.0,4,1,5000.0,8.49,0.0,0.13,0.0,4
27059,7ZuvyXOR-xwEY,27.0,129900.0,1,11.0,4,2,3100.0,11.11,0.0,0.02,0.0,8
27060,qvpkvkxp-iczN,42.0,224000.0,1,16.0,3,2,25000.0,11.86,0.0,0.11,0.0,15
27061,J0iPFJ1K-QXzm,48.0,70000.0,1,31.0,6,4,9000.0,14.54,0.0,0.13,0.0,17
27062,nuRky5zf-h5Pj,31.0,294000.0,1,7.0,5,1,12000.0,8.94,0.0,0.04,0.0,6
27063,2Rn1l4Wb-C6Us,26.0,65004.0,1,10.0,6,2,5000.0,11.58,0.0,0.08,0.0,3
27064,snDEQex6-fz5C,21.0,43000.0,3,2.0,4,1,9200.0,8.94,0.0,0.21,0.0,2
27065,d086C9gb-ejNO,30.0,36000.0,3,2.0,3,2,6400.0,10.59,0.0,0.18,0.0,9
27066,c4HjFvrC-Bn6t,25.0,85000.0,3,3.0,1,2,20000.0,10.25,0.0,0.24,0.0,3
27067,91eTkwD0-GjTl,41.0,56004.0,3,4.0,5,2,12800.0,11.48,0.0,0.23,0.0,12
27068,Cws7ht7b-PzO0,28.0,34000.0,3,0.0,3,4,12000.0,14.61,1.0,0.35,1.0,8
27069,dsDc0tXt-XcPs,34.0,54000.0,1,5.0,2,1,3500.0,5.99,0.0,0.06,0.0,6
27070,NGgj0ukS-nUbu,26.0,60000.0,3,3.0,4,1,7000.0,6.91,0.0,0.12,0.0,2
27072,8Q8nwch7-eQM5,25.0,49000.0,3,9.0,6,1,10000.0,6.62,1.0,0.2,0.0,4
27073,eK9tyy3L-wxYA,37.0,35000.0,2,2.0,2,2,13250.0,11.71,0.0,0.38,0.0,14
27075,lvXuMQRH-RqJX,23.0,32004.0,2,0.0,3,5,9250.0,17.19,0.0,0.29,0.0,4
27076,CnltxKwM-tXbB,24.0,80000.0,3,3.0,5,3,20000.0,13.06,0.0,0.25,1.0,3
27077,gsNL6Fi7-SnGe,22.0,55000.0,3,3.0,2,4,15000.0,14.61,0.0,0.27,1.0,4
27078,QXjv48pE-XFus,25.0,66000.0,3,9.0,2,4,12000.0,16.89,1.0,0.18,0.0,2
27079,rfAt82wN-ynEP,34.0,48000.0,3,4.0,5,2,3000.0,11.83,0.0,0.06,0.0,10
27081,xNsd5x5b-edyM,29.0,46500.0,1,1.0,3,4,11000.0,12.99,1.0,0.24,1.0,6
27085,2Wg7SmH3-Xlyp,25.0,40000.0,3,2.0,4,2,3000.0,10.25,0.0,0.07,0.0,2
27086,5zZm3WmS-b3nA,22.0,166000.0,1,1.0,2,2,23450.0,11.36,0.0,0.14,0.0,2
27087,uZQzEkxK-leUA,27.0,75000.0,3,2.0,3,3,8000.0,13.49,0.0,0.11,1.0,5
27088,aO81Z3y7-jqux,26.0,50200.0,3,1.0,6,1,9000.0,7.66,0.0,0.18,0.0,3
27089,q66F2ujr-6GTq,32.0,53000.0,3,4.0,4,1,9000.0,5.79,0.0,0.17,0.0,6
27090,xi1m9ve6-Of9o,22.0,40000.0,1,7.0,3,1,14000.0,7.49,0.0,0.35,0.0,3
27091,Blu9RpZt-LWX6,28.0,45000.0,3,3.0,4,3,7000.0,13.43,0.0,0.16,1.0,7
27092,dNSZq830-gHTN,22.0,56400.0,3,2.0,6,4,25000.0,14.96,1.0,0.44,1.0,3
27093,LE3PE5OC-BAX0,29.0,80000.0,3,13.0,4,2,15000.0,10.37,0.0,0.19,0.0,8
27094,BRWSqmQX-5CPk,25.0,32000.0,3,2.0,1,1,1500.0,7.49,0.0,0.05,0.0,4
27095,NciBWG2b-da5O,27.0,32890.0,3,5.0,3,2,10000.0,10.95,0.0,0.3,0.0,5
27097,9W9yCYgu-R8AQ,29.0,80496.0,1,2.0,6,3,10000.0,13.72,0.0,0.12,0.0,10
27098,ybSM52hk-PEi2,23.0,100000.0,1,2.0,5,1,14000.0,6.17,0.0,0.14,0.0,3
27099,giy948p7-qNU6,29.0,24960.0,3,13.0,1,1,4000.0,5.42,0.0,0.16,0.0,10
27100,plcfAWXx-pE2y,22.0,110000.0,1,2.0,5,3,14400.0,14.35,0.0,0.13,0.0,3
27101,r0YFpz6k-JG8x,23.0,52000.0,1,5.0,3,2,12800.0,10.65,0.0,0.25,0.0,2
27102,Sg42zcmh-wbfN,23.0,108060.0,1,7.0,1,3,14400.0,14.27,0.0,0.13,0.0,2
27103,gdEW4Mi7-nZ5A,26.0,92000.0,2,3.0,6,2,22500.0,10.99,0.0,0.24,0.0,2
27104,mncYirhS-9Uis,22.0,53000.0,3,3.0,4,2,21250.0,10.25,1.0,0.4,0.0,3
27105,aTuwWJDJ-BldW,42.0,25320.0,3,1.0,6,4,10000.0,14.84,1.0,0.39,1.0,14
27106,evZf4RYs-DPSI,56.0,150000.0,1,5.0,2,2,15000.0,11.48,0.0,0.1,0.0,28
27107,yGtBbtvt-LBmO,26.0,52000.0,1,2.0,6,2,10000.0,9.88,0.0,0.19,0.0,4
27108,M0zMttNL-msM9,23.0,92004.0,1,7.0,5,2,24250.0,11.12,0.0,0.26,0.0,4
27109,wE9tvCzp-uCnh,32.0,35000.0,3,0.0,4,1,9000.0,8.59,0.0,0.26,0.0,6
27110,mA74q9Ym-FiRp,32.0,44000.0,1,9.0,1,1,15600.0,6.17,0.0,0.35,0.0,5
27111,Ae2Kzrz1-HWOb,24.0,45000.0,3,0.0,4,3,5000.0,13.79,0.0,0.11,1.0,2
27112,AETH7boM-ynk6,23.0,28800.0,3,0.0,3,2,5000.0,11.49,0.0,0.17,0.0,2
27113,PKTujA8x-lLzD,27.0,36000.0,1,7.0,2,2,6000.0,10.25,0.0,0.17,0.0,10
27114,tOWOAWeq-lYpN,22.0,32000.0,1,0.0,3,1,1700.0,7.9,0.0,0.05,0.0,4
27115,boMAUAmp-ELji,31.0,67000.0,1,9.0,1,2,3000.0,10.65,0.0,0.04,0.0,9
27116,y0zoae3z-84kp,22.0,65000.0,1,4.0,3,1,9000.0,9.63,0.0,0.14,0.0,3
27117,KuKJy3fH-4R8Y,26.0,88900.0,2,2.0,4,2,5000.0,11.83,0.0,0.06,0.0,4
27118,ymhdOzvs-UbfG,31.0,42000.0,2,0.0,6,2,7200.0,9.99,0.0,0.17,0.0,8
27119,XLvsJEAY-U6NQ,33.0,68000.0,3,3.0,3,2,4000.0,10.99,0.0,0.06,0.0,10
27120,0B1yUSdW-2kWE,22.0,80000.0,1,3.0,1,1,6000.0,7.4,0.0,0.07,0.0,3
27121,RJZ4qe83-cXvA,32.0,200000.0,3,14.0,5,2,25000.0,10.62,0.0,0.13,0.0,9
27122,hdEQZmHA-QDA0,33.0,114000.0,1,0.0,3,4,16000.0,16.77,0.0,0.14,0.0,5
27123,XrdbJ2NT-8Otq,27.0,70000.0,3,11.0,5,2,10000.0,10.65,0.0,0.14,0.0,5
27124,f60M2HTO-UqRY,21.0,35360.0,1,2.0,3,4,12250.0,15.31,0.0,0.35,0.0,4
27125,ByKBtaOc-spRp,37.0,39600.0,3,2.0,2,3,11500.0,13.48,0.0,0.29,0.0,15
27126,ynTcH7zj-Abfe,34.0,63996.0,1,2.0,3,1,6400.0,8.0,0.0,0.1,0.0,9
27127,CxBHQnEj-AmSQ,25.0,60000.0,1,2.0,2,2,6900.0,9.99,0.0,0.12,0.0,2
27128,OF8cXob1-nj0t,29.0,40000.0,1,0.0,3,1,10625.0,6.62,0.0,0.27,0.0,5
27129,K6fKNrSe-csWI,43.0,60000.0,3,2.0,3,4,10000.0,13.24,1.0,0.17,1.0,15
27130,MsxfW03p-ooPb,22.0,97000.0,1,6.0,4,3,10000.0,13.57,0.0,0.1,1.0,3
27131,qH8ZqEJJ-FmNa,42.0,78456.0,1,5.0,4,2,25000.0,10.36,0.0,0.32,0.0,16
27132,PZFrmOWK-mDkF,21.0,20000.0,3,2.0,1,3,1000.0,14.26,0.0,0.05,1.0,2
27133,flgQHYKB-qOZc,28.0,62000.0,3,0.0,3,1,15000.0,7.9,0.0,0.24,0.0,8
27134,cyr3Chys-G5M1,32.0,50000.0,3,6.0,1,2,10000.0,9.25,0.0,0.2,0.0,8
27135,F3LozoIq-j26n,48.0,36000.0,2,24.0,5,1,8000.0,6.99,0.0,0.22,0.0,15
27136,vgZmtjsC-Lo69,25.0,306000.0,3,2.0,1,3,24250.0,13.85,0.0,0.08,0.0,3
27137,vgPgBT3I-I6PL,23.0,70000.0,1,7.0,1,1,3500.0,5.42,0.0,0.05,0.0,2
27138,NBjQqGcg-mp8o,23.0,65000.0,1,0.0,2,1,12000.0,7.9,0.0,0.18,0.0,3
27140,k0kB1pGq-WHnO,29.0,30796.0,3,13.0,4,4,5000.0,14.96,0.0,0.16,1.0,8
27141,aMB29PBz-TmWa,36.0,49074.0,1,3.0,1,5,8000.0,15.68,1.0,0.16,1.0,14
27142,7G16mReu-fdp8,24.0,33000.0,3,2.0,1,1,13300.0,7.66,1.0,0.4,0.0,4
27144,BZ3NyNm3-0j9M,24.0,38001.0,3,4.0,1,1,12000.0,6.17,1.0,0.32,0.0,3
27145,SyiwvCY7-2Wig,36.0,45600.0,1,8.0,4,1,18000.0,6.91,0.0,0.39,0.0,11
27146,fzGAjo6T-ib44,39.0,70000.0,3,1.0,6,1,6000.0,8.94,0.0,0.09,0.0,12
27147,9rpWAdiI-UMFP,26.0,85000.0,1,10.0,1,3,4650.0,13.49,0.0,0.05,1.0,3
27148,3G4B0ela-wchu,30.0,56400.0,3,1.0,1,2,7000.0,11.49,1.0,0.12,0.0,10
27150,YWPISCjs-Hf8r,24.0,82000.0,3,8.0,3,2,7000.0,10.0,0.0,0.09,0.0,4
27151,G78FSoOG-Yz6D,32.0,24696.0,3,1.0,3,1,9600.0,7.14,1.0,0.39,0.0,9
27152,ZOhFFBIf-NKR9,29.0,62000.0,1,10.0,3,1,3600.0,7.14,0.0,0.06,0.0,9
27153,XFXFyEmB-mO0I,27.0,38000.0,1,0.0,4,3,14000.0,14.26,1.0,0.37,1.0,9
27154,K6rBgx6Z-cbqD,24.0,53000.0,1,6.0,4,4,5000.0,15.62,1.0,0.09,0.0,4
27156,9xXWDDow-m4Xq,22.0,28800.0,1,2.0,4,1,10000.0,7.49,0.0,0.35,0.0,2
27157,aCwJz2B3-cCrn,26.0,52000.0,1,2.0,5,1,6000.0,8.9,0.0,0.12,0.0,4
27158,OFvwpniR-mfip,24.0,59393.0,1,4.0,1,2,2400.0,12.69,0.0,0.04,0.0,4
27159,KBdI15De-MDny,36.0,56500.0,1,7.0,5,1,12000.0,7.49,0.0,0.21,0.0,17
27161,YqdDbXHw-igrX,24.0,50000.0,1,2.0,4,1,12000.0,6.62,0.0,0.24,0.0,4
27162,tLWWBk4G-iLOL,65.0,120000.0,1,0.0,2,2,12000.0,11.48,0.0,0.1,0.0,21
27163,BkQ7JpuJ-41fX,35.0,80004.0,1,0.0,1,2,14400.0,10.95,0.0,0.18,0.0,5
27164,xIFdUFpM-5BJx,23.0,75000.0,3,1.0,5,1,6000.0,6.99,0.0,0.08,0.0,4
27165,eBOOPGyB-vPTD,24.0,69504.0,1,3.0,5,1,10000.0,7.66,0.0,0.14,0.0,4
27166,bzW7Rr8R-lWRq,24.0,52000.0,2,4.0,1,4,7000.0,14.09,0.0,0.13,1.0,4
