pessoa_idade;salario_ano;propriedade_sit;ano_trabalhado;motivo_emprestimo;pontuacao_emprestimos;vl_total;tx_juros;inadimplencia;hst_inadimplencia;hst_primeiro_credito;faixa_idade;faixa_emprestimo
30.0;130000.0;Hipotecada;14.0;Empreendimento;B;7000.0;9.91;0.0;0.0;9;3;13
23.0;26000.0;Alugada;3.0;Médico;A;4500.0;8.49;1.0;0.0;2;2;8
22.0;65000.0;Própria;6.0;Empreendimento;B;7000.0;11.49;0.0;0.0;4;2;13
35.0;45000.0;Hipotecada;4.0;Pagamento de débitos;A;7500.0;7.29;0.0;0.0;9;4;14
27.0;73200.0;Hipotecada;5.0;Pessoal;B;18000.0;10.99;0.0;0.0;8;3;35
23.0;42000.0;Própria;0.0;Pessoal;A;6000.0;5.42;0.0;0.0;2;2;11
23.0;76000.0;Alugada;0.0;Pessoal;D;7000.0;14.96;1.0;0.0;4;2;13
24.0;72444.0;Hipotecada;7.0;Educativo;B;25000.0;10.74;0.0;0.0;3;2;49
40.0;58500.0;Alugada;3.0;Educativo;A;5000.0;7.49;0.0;0.0;11;5;9
23.0;40000.0;Hipotecada;2.0;Pagamento de débitos;B;2000.0;10.99;0.0;0.0;4;2;3
28.0;200000.0;Alugada;0.0;Pessoal;C;16000.0;10.91;0.0;1.0;9;3;31
22.0;41196.0;Alugada;6.0;Pessoal;C;6800.0;11.59;0.0;1.0;2;2;13
34.0;44460.0;Hipotecada;7.0;Pagamento de débitos;A;9600.0;7.49;0.0;0.0;8;4;19
29.0;25200.0;Alugada;3.0;Médico;B;1000.0;10.25;0.0;0.0;5;3;1
36.0;100000.0;Alugada;14.0;Pagamento de débitos;A;5000.0;7.66;0.0;0.0;11;5;9
23.0;90000.0;Hipotecada;7.0;Empreendimento;A;21000.0;7.49;0.0;0.0;4;2;41
26.0;68926.0;Alugada;4.0;Pessoal;D;8400.0;17.27;0.0;0.0;2;3;16
22.0;51600.0;Alugada;0.0;Pessoal;B;10000.0;9.51;0.0;0.0;3;2;19
37.0;61260.0;Hipotecada;2.0;Médico;A;6350.0;7.51;0.0;0.0;14;5;12
25.0;30000.0;Alugada;9.0;Médico;A;1800.0;8.49;1.0;0.0;2;2;3
24.0;91800.0;Alugada;4.0;Pessoal;C;25000.0;13.43;0.0;1.0;3;2;49
29.0;48000.0;Própria;1.0;Pessoal;B;1850.0;10.74;0.0;0.0;7;3;3
23.0;140000.0;Alugada;5.0;Pagamento de débitos;B;12000.0;11.12;0.0;0.0;3;2;23
26.0;48996.0;Alugada;8.0;Pagamento de débitos;D;2500.0;14.59;1.0;0.0;2;3;4
27.0;85000.0;Alugada;2.0;Empreendimento;C;7000.0;13.99;0.0;1.0;9;3;13
23.0;22944.0;Alugada;7.0;Educativo;B;5000.0;11.11;0.0;0.0;3;2;9
23.0;78000.0;Alugada;1.0;Empreendimento;B;3500.0;9.96;0.0;0.0;4;2;6
39.0;30000.0;Alugada;7.0;Empreendimento;A;8450.0;5.99;0.0;0.0;16;5;16
30.0;62400.0;-;2.0;Melhora do lar;A;6500.0;7.14;0.0;0.0;2;3;12
25.0;44000.0;Alugada;2.0;Médico;D;10000.0;15.65;1.0;1.0;4;2;19
22.0;32000.0;Alugada;0.0;Médico;B;2400.0;11.99;0.0;0.0;3;2;4
32.0;28800.0;Alugada;16.0;Médico;B;5000.0;10.59;0.0;0.0;9;4;9
27.0;95000.0;Hipotecada;9.0;Melhora do lar;B;25000.0;10.99;0.0;0.0;5;3;49
23.0;65000.0;Alugada;2.0;Educativo;A;28000.0;7.9;1.0;0.0;2;2;55
35.0;49000.0;Alugada;2.0;Pagamento de débitos;D;24000.0;15.2;1.0;0.0;10;4;47
38.0;86105.0;Alugada;2.0;Médico;A;8000.0;6.54;1.0;0.0;17;5;15
28.0;50000.0;Alugada;7.0;Empreendimento;F;14000.0;19.04;0.0;1.0;5;3;27
31.0;68000.0;Hipotecada;15.0;Pessoal;A;13600.0;7.88;0.0;0.0;9;4;27
24.0;86400.0;Hipotecada;2.0;Pagamento de débitos;A;12200.0;7.29;0.0;0.0;2;2;24
22.0;37000.0;Hipotecada;6.0;Empreendimento;B;7500.0;10.95;0.0;0.0;3;2;14
27.0;82500.0;Hipotecada;3.0;Pessoal;A;11100.0;8.94;0.0;0.0;5;3;22
27.0;150000.0;Hipotecada;11.0;Empreendimento;B;8000.0;12.21;0.0;0.0;5;3;15
41.0;32004.0;Alugada;2.0;Melhora do lar;D;1500.0;14.74;1.0;0.0;17;6;2
47.0;69000.0;Hipotecada;19.0;Empreendimento;A;20000.0;6.54;0.0;0.0;12;7;39
27.0;21600.0;Própria;1.0;Pessoal;A;4200.0;7.49;0.0;0.0;6;3;8
23.0;62500.0;Alugada;7.0;Médico;B;26000.0;11.71;1.0;0.0;2;2;51
27.0;120000.0;Hipotecada;3.0;Pessoal;B;14000.0;11.99;0.0;0.0;10;3;27
30.0;56952.0;Alugada;3.0;Médico;B;25000.0;11.36;1.0;0.0;9;3;49
24.0;48000.0;Alugada;6.0;Educativo;C;5000.0;13.11;0.0;1.0;4;2;9
36.0;70000.0;Hipotecada;16.0;Empreendimento;B;10000.0;9.88;0.0;0.0;14;5;19
23.0;65000.0;Alugada;0.0;Médico;A;15000.0;7.88;0.0;0.0;3;2;29
35.0;27996.0;Alugada;14.0;Médico;B;8500.0;11.58;0.0;0.0;6;4;16
38.0;64777.0;Alugada;5.0;Pagamento de débitos;A;8500.0;7.51;0.0;0.0;13;5;16
28.0;43500.0;Hipotecada;12.0;Educativo;B;4000.0;12.69;0.0;0.0;8;3;7
30.0;120000.0;Hipotecada;15.0;Educativo;A;11000.0;6.03;0.0;0.0;5;3;21
22.0;70000.0;Alugada;0.0;Educativo;A;8000.0;7.66;0.0;0.0;4;2;15
29.0;48000.0;Hipotecada;8.0;Empreendimento;A;4500.0;5.42;0.0;0.0;6;3;8
21.0;28800.0;Alugada;5.0;Médico;B;8000.0;9.88;0.0;0.0;2;2;15
30.0;91644.0;Hipotecada;14.0;Empreendimento;C;5000.0;11.03;0.0;1.0;7;3;9
26.0;147000.0;Hipotecada;3.0;Melhora do lar;A;4100.0;6.92;0.0;0.0;3;3;8
24.0;57000.0;Hipotecada;9.0;Médico;C;6500.0;13.04;1.0;1.0;4;2;12
31.0;50000.0;Hipotecada;8.0;Pagamento de débitos;C;6000.0;13.49;0.0;1.0;9;4;11
27.0;44640.0;Alugada;0.0;Médico;B;12800.0;11.83;0.0;0.0;9;3;25
28.0;42996.0;Alugada;4.0;Educativo;A;3000.0;7.68;0.0;0.0;6;3;5
41.0;58000.0;Alugada;16.0;Pessoal;C;7500.0;11.03;0.0;1.0;16;6;14
21.0;4200.0;Alugada;3.0;Pessoal;E;2750.0;16.95;1.0;0.0;3;2;5
27.0;62000.0;Hipotecada;11.0;Educativo;E;4150.0;18.39;0.0;0.0;5;3;8
25.0;50500.0;Alugada;4.0;Empreendimento;B;15000.0;11.14;0.0;0.0;4;2;29
29.0;69996.0;Alugada;0.0;Educativo;B;2400.0;11.11;0.0;0.0;6;3;4
22.0;59317.0;Alugada;5.0;Empreendimento;B;5000.0;11.48;0.0;0.0;4;2;9
32.0;76500.0;Alugada;12.0;Médico;D;10000.0;13.24;1.0;1.0;9;4;19
24.0;32000.0;Alugada;1.0;Médico;A;12000.0;7.29;1.0;0.0;2;2;23
33.0;54000.0;Alugada;15.0;Pagamento de débitos;B;10000.0;10.99;0.0;0.0;8;4;19
25.0;50000.0;Hipotecada;9.0;Educativo;A;5000.0;5.79;0.0;0.0;2;2;9
26.0;82000.0;Alugada;5.0;Empreendimento;B;8000.0;10.99;0.0;0.0;3;3;15
26.0;140000.0;Hipotecada;5.0;Melhora do lar;D;13050.0;14.59;0.0;1.0;3;3;26
25.0;60500.0;Própria;6.0;Pessoal;B;17000.0;12.42;0.0;0.0;2;2;33
22.0;24500.0;Alugada;3.0;Médico;B;4800.0;10.65;0.0;0.0;2;2;9
25.0;128500.0;Hipotecada;1.0;Melhora do lar;C;15000.0;12.53;0.0;1.0;3;2;29
22.0;47000.0;Própria;6.0;Médico;A;3000.0;5.42;0.0;0.0;3;2;5
26.0;70000.0;Alugada;2.0;Melhora do lar;B;10000.0;9.45;0.0;0.0;3;3;19
30.0;72000.0;Alugada;2.0;Educativo;B;23000.0;12.18;1.0;0.0;6;3;45
25.0;77000.0;Hipotecada;9.0;Pagamento de débitos;A;3000.0;7.49;0.0;0.0;4;2;5
30.0;33736.0;Alugada;5.0;Médico;C;13600.0;13.57;1.0;1.0;9;3;27
24.0;58000.0;Alugada;5.0;Médico;A;5000.0;7.49;0.0;0.0;2;2;9
27.0;92000.0;Hipotecada;11.0;Educativo;B;18000.0;11.48;0.0;0.0;7;3;35
28.0;25000.0;Alugada;0.0;Pagamento de débitos;A;3000.0;5.42;0.0;0.0;6;3;5
29.0;135000.0;Hipotecada;10.0;Empreendimento;B;11000.0;11.83;0.0;0.0;7;3;21
37.0;63000.0;Alugada;1.0;Pagamento de débitos;A;14900.0;9.63;0.0;0.0;13;5;29
25.0;85000.0;Hipotecada;9.0;Pagamento de débitos;A;7350.0;5.79;0.0;0.0;4;2;14
34.0;28500.0;Alugada;0.0;Educativo;B;9175.0;12.69;1.0;0.0;5;4;18
28.0;32000.0;Alugada;0.0;Pagamento de débitos;C;2600.0;13.49;0.0;0.0;8;3;5
23.0;68000.0;Hipotecada;4.0;Educativo;A;1000.0;8.0;0.0;0.0;3;2;1
24.0;42500.0;Hipotecada;8.0;Pagamento de débitos;C;10000.0;13.8;0.0;0.0;2;2;19
23.0;55000.0;Alugada;4.0;Educativo;B;25000.0;11.36;1.0;0.0;3;2;49
26.0;73000.0;Hipotecada;10.0;Educativo;A;10625.0;6.03;0.0;0.0;4;3;21
28.0;72000.0;Própria;6.0;Médico;B;25000.0;11.11;0.0;0.0;8;3;49
23.0;22300.0;Própria;1.0;Médico;B;7500.0;11.12;0.0;0.0;4;2;14
33.0;123000.0;Alugada;5.0;Educativo;B;12000.0;11.83;0.0;0.0;10;4;23
24.0;31000.0;Alugada;6.0;Pessoal;C;15075.0;15.27;1.0;1.0;2;2;30
27.0;120000.0;Hipotecada;11.0;Melhora do lar;B;18000.0;10.74;0.0;0.0;6;3;35
32.0;220000.0;Hipotecada;13.0;Melhora do lar;E;33000.0;20.3;0.0;0.0;9;4;65
22.0;10000.0;Alugada;0.0;Melhora do lar;B;7000.0;12.21;1.0;0.0;2;2;13
34.0;106000.0;Hipotecada;3.0;Médico;A;9000.0;7.88;0.0;0.0;6;4;17
30.0;40000.0;Alugada;3.0;Empreendimento;B;7500.0;12.69;0.0;0.0;5;3;14
22.0;80000.0;Alugada;6.0;Pessoal;A;10000.0;8.49;0.0;0.0;4;2;19
29.0;188000.0;Alugada;0.0;Melhora do lar;B;25000.0;12.18;1.0;0.0;5;3;49
44.0;55000.0;Hipotecada;2.0;Educativo;A;5000.0;7.51;0.0;0.0;11;6;9
25.0;150000.0;Hipotecada;6.0;Pagamento de débitos;C;5000.0;13.16;0.0;1.0;4;2;9
25.0;30000.0;Alugada;3.0;Empreendimento;D;10500.0;16.29;1.0;0.0;2;2;20
30.0;31200.0;Alugada;0.0;Educativo;C;3100.0;13.35;0.0;0.0;10;3;6
23.0;69000.0;Alugada;0.0;Médico;A;1000.0;7.29;0.0;0.0;3;2;1
30.0;90000.0;Hipotecada;2.0;Melhora do lar;B;7000.0;11.71;0.0;0.0;10;3;13
21.0;89610.0;Alugada;3.0;Pagamento de débitos;A;5600.0;6.54;0.0;0.0;4;2;11
23.0;30000.0;Alugada;1.0;Pagamento de débitos;A;1500.0;7.51;0.0;0.0;3;2;2
28.0;64000.0;Alugada;1.0;Pagamento de débitos;B;18000.0;11.58;1.0;0.0;6;3;35
24.0;40000.0;Própria;6.0;Empreendimento;A;1000.0;6.76;0.0;0.0;3;2;1
25.0;42000.0;Alugada;2.0;Educativo;A;3150.0;5.79;0.0;0.0;4;2;6
25.0;85000.0;Hipotecada;5.0;Empreendimento;B;18000.0;9.88;0.0;0.0;3;2;35
31.0;39000.0;Alugada;0.0;Empreendimento;D;2500.0;14.09;1.0;0.0;5;4;4
25.0;75000.0;Alugada;0.0;Pessoal;B;20000.0;10.38;0.0;0.0;3;2;39
44.0;83000.0;Outros;2.0;Pessoal;D;12000.0;16.0;1.0;1.0;12;6;23
30.0;38000.0;Alugada;0.0;Médico;A;12800.0;5.79;1.0;0.0;8;3;25
29.0;70000.0;Hipotecada;5.0;Pagamento de débitos;B;3000.0;9.63;0.0;0.0;9;3;5
22.0;24449.0;Própria;2.0;Empreendimento;B;1800.0;11.89;0.0;0.0;4;2;3
25.0;55044.0;Alugada;4.0;Empreendimento;E;18250.0;17.56;1.0;0.0;2;2;36
27.0;80000.0;Hipotecada;0.0;Pessoal;B;8000.0;9.63;0.0;0.0;6;3;15
29.0;41004.0;Alugada;6.0;Pessoal;B;12000.0;10.0;0.0;0.0;7;3;23
29.0;34444.0;Alugada;5.0;Educativo;C;5600.0;13.49;0.0;1.0;7;3;11
36.0;138000.0;Hipotecada;0.0;Empreendimento;C;10000.0;13.98;0.0;1.0;15;5;19
24.0;69996.0;Alugada;3.0;Pagamento de débitos;B;2500.0;12.53;0.0;0.0;3;2;4
23.0;97000.0;Alugada;7.0;Educativo;C;10000.0;13.99;0.0;0.0;3;2;19
26.0;39672.0;Hipotecada;10.0;Pessoal;D;11500.0;15.7;0.0;0.0;4;3;22
34.0;103000.0;Hipotecada;5.0;Empreendimento;B;16000.0;10.62;0.0;0.0;7;4;31
23.0;95000.0;Alugada;4.0;Educativo;B;12000.0;9.63;0.0;0.0;4;2;23
37.0;38000.0;Alugada;4.0;Pessoal;D;6000.0;15.33;0.0;1.0;16;5;11
29.0;180396.0;Hipotecada;8.0;Pessoal;B;18000.0;12.69;0.0;0.0;9;3;35
27.0;90000.0;-;4.0;Pessoal;A;3600.0;13.61;0.0;1.0;3;3;7
23.0;72000.0;Alugada;4.0;Médico;C;10000.0;13.85;0.0;1.0;3;2;19
34.0;90000.0;Hipotecada;15.0;Empreendimento;A;15000.0;6.99;0.0;0.0;6;4;29
24.0;85000.0;Alugada;1.0;Empreendimento;A;10500.0;6.92;0.0;0.0;3;2;20
26.0;71000.0;Hipotecada;10.0;Melhora do lar;D;6000.0;15.62;0.0;0.0;3;3;11
24.0;125000.0;Alugada;6.0;Pessoal;A;4800.0;6.76;0.0;0.0;3;2;9
27.0;41000.0;Alugada;11.0;Pagamento de débitos;D;11000.0;15.33;1.0;1.0;7;3;21
27.0;54000.0;Alugada;4.0;Pessoal;D;9600.0;12.17;1.0;1.0;9;3;19
23.0;78000.0;Alugada;7.0;Médico;A;8100.0;7.29;0.0;0.0;2;2;16
27.0;46000.0;Própria;0.0;Educativo;A;18000.0;6.17;0.0;0.0;5;3;35
24.0;34500.0;Alugada;4.0;Médico;B;12000.0;10.38;1.0;0.0;2;2;23
22.0;35000.0;Alugada;4.0;Empreendimento;B;11800.0;10.95;1.0;0.0;2;2;23
42.0;55392.0;Alugada;17.0;Pagamento de débitos;D;7000.0;15.95;1.0;1.0;15;6;13
25.0;44400.0;Alugada;6.0;Educativo;C;2350.0;13.98;0.0;1.0;3;2;4
32.0;86400.0;Alugada;2.0;Empreendimento;A;15000.0;6.03;0.0;0.0;7;4;29
31.0;86500.0;Própria;0.0;Pessoal;C;25000.0;13.57;0.0;1.0;10;4;49
33.0;81804.0;Hipotecada;4.0;Pagamento de débitos;A;9000.0;8.0;0.0;0.0;8;4;17
31.0;76000.0;Alugada;4.0;Melhora do lar;A;6000.0;7.49;0.0;0.0;5;4;11
31.0;49000.0;Alugada;5.0;Melhora do lar;B;6000.0;10.59;1.0;0.0;9;4;11
33.0;45000.0;Alugada;4.0;Educativo;A;12000.0;7.88;0.0;0.0;5;4;23
22.0;31200.0;Hipotecada;3.0;Empreendimento;B;3200.0;10.99;0.0;0.0;2;2;6
26.0;44000.0;Alugada;10.0;Pagamento de débitos;D;14000.0;14.83;1.0;0.0;2;3;27
27.0;125000.0;Hipotecada;11.0;Médico;B;30000.0;10.99;0.0;0.0;10;3;59
39.0;108000.0;Hipotecada;6.0;Educativo;D;30000.0;16.49;1.0;1.0;11;5;59
27.0;48000.0;Alugada;2.0;Educativo;A;4000.0;6.03;1.0;0.0;6;3;7
28.0;72000.0;Alugada;0.0;Médico;C;24000.0;13.85;1.0;0.0;5;3;47
28.0;35600.0;Alugada;3.0;Educativo;A;4000.0;7.49;0.0;0.0;6;3;7
22.0;48000.0;Alugada;5.0;Médico;B;15000.0;11.89;1.0;0.0;4;2;29
22.0;62502.0;Alugada;3.0;Pessoal;B;6400.0;11.71;0.0;0.0;3;2;12
24.0;60000.0;Alugada;8.0;Pagamento de débitos;B;15000.0;11.83;0.0;0.0;3;2;29
25.0;25000.0;Própria;4.0;Empreendimento;B;2000.0;10.99;0.0;0.0;3;2;3
23.0;65000.0;Hipotecada;3.0;Educativo;A;8000.0;7.14;0.0;0.0;4;2;15
33.0;155000.0;Alugada;3.0;Médico;A;8000.0;7.9;0.0;0.0;6;4;15
25.0;28800.0;Alugada;2.0;Pagamento de débitos;B;3000.0;12.42;0.0;0.0;2;2;5
21.0;57200.0;Hipotecada;5.0;Pagamento de débitos;A;8000.0;6.03;0.0;0.0;2;2;15
23.0;115275.0;Alugada;7.0;Educativo;C;7500.0;11.28;0.0;1.0;4;2;14
25.0;54000.0;Alugada;9.0;Educativo;A;5400.0;7.88;0.0;0.0;3;2;10
29.0;58800.0;Hipotecada;7.0;Pagamento de débitos;B;5000.0;11.71;1.0;0.0;6;3;9
22.0;55000.0;Alugada;6.0;Educativo;A;6000.0;6.62;0.0;0.0;2;2;11
22.0;39336.0;Alugada;6.0;Empreendimento;A;3500.0;5.42;0.0;0.0;2;2;6
57.0;40000.0;Alugada;1.0;Médico;A;15000.0;8.9;1.0;0.0;21;9;29
25.0;63000.0;Hipotecada;9.0;Educativo;B;25000.0;11.49;0.0;0.0;2;2;49
22.0;13440.0;Alugada;1.0;Médico;B;4800.0;12.53;1.0;0.0;4;2;9
36.0;55200.0;Alugada;3.0;Médico;D;9900.0;14.84;1.0;1.0;13;5;19
26.0;30000.0;Alugada;1.0;Médico;B;2300.0;10.99;0.0;0.0;2;3;4
42.0;47000.0;Alugada;2.0;Médico;B;25000.0;12.18;1.0;0.0;15;6;49
26.0;38400.0;Alugada;7.0;Empreendimento;C;3200.0;13.49;0.0;0.0;2;3;6
25.0;50450.0;Alugada;3.0;Educativo;B;2000.0;9.88;0.0;0.0;3;2;3
25.0;83400.0;Hipotecada;2.0;Pagamento de débitos;C;10000.0;13.11;0.0;0.0;3;2;19
40.0;30000.0;Própria;4.0;Melhora do lar;C;5000.0;13.43;0.0;1.0;11;5;9
28.0;50000.0;Hipotecada;1.0;Pessoal;A;8000.0;5.99;0.0;0.0;6;3;15
28.0;59000.0;Própria;12.0;Médico;A;10000.0;7.49;0.0;0.0;6;3;19
22.0;21600.0;Própria;5.0;Pessoal;A;5000.0;7.9;0.0;0.0;3;2;9
23.0;80000.0;Hipotecada;8.0;Educativo;D;8000.0;15.58;0.0;0.0;4;2;15
32.0;30000.0;Alugada;0.0;Pessoal;B;3500.0;11.71;1.0;0.0;10;4;6
21.0;83004.0;Hipotecada;2.0;Pagamento de débitos;D;10000.0;15.28;1.0;0.0;4;2;19
22.0;51000.0;Hipotecada;6.0;Médico;A;6000.0;5.79;0.0;0.0;2;2;11
27.0;138000.0;Hipotecada;5.0;Pessoal;A;17000.0;7.88;0.0;0.0;5;3;33
27.0;60000.0;Hipotecada;2.0;Pagamento de débitos;B;15000.0;11.86;0.0;0.0;8;3;29
27.0;50000.0;Hipotecada;3.0;Pagamento de débitos;C;10000.0;12.84;0.0;0.0;10;3;19
21.0;45000.0;Alugada;3.0;Médico;B;9600.0;12.18;0.0;0.0;3;2;19
27.0;45727.0;Hipotecada;5.0;Empreendimento;D;1000.0;16.29;0.0;0.0;5;3;1
54.0;120000.0;Hipotecada;4.0;Pessoal;A;17625.0;7.49;0.0;0.0;19;8;35
30.0;48996.0;Hipotecada;14.0;Educativo;C;1200.0;14.35;1.0;0.0;7;3;2
30.0;64000.0;Hipotecada;3.0;Melhora do lar;A;10200.0;6.62;0.0;0.0;8;3;20
25.0;60000.0;Alugada;0.0;Médico;A;1200.0;7.66;0.0;0.0;3;2;2
23.0;38160.0;Hipotecada;5.0;Médico;B;12000.0;10.38;0.0;0.0;4;2;23
26.0;45000.0;Hipotecada;0.0;Médico;C;7750.0;12.53;0.0;1.0;4;3;15
41.0;110004.0;Hipotecada;7.0;Educativo;C;25000.0;12.73;0.0;1.0;14;6;49
23.0;189996.0;Própria;0.0;Pessoal;B;24000.0;11.83;0.0;0.0;3;2;47
26.0;93000.0;Alugada;10.0;Pagamento de débitos;B;16000.0;11.11;0.0;0.0;4;3;31
24.0;12000.0;Própria;4.0;Pessoal;B;2500.0;12.69;1.0;0.0;4;2;4
25.0;31000.0;Hipotecada;2.0;Pessoal;B;12250.0;11.36;1.0;0.0;3;2;24
27.0;43000.0;Alugada;8.0;Empreendimento;B;4900.0;9.91;0.0;0.0;5;3;9
22.0;80000.0;Alugada;4.0;Pessoal;A;7000.0;7.51;0.0;0.0;2;2;13
22.0;31193.0;Própria;0.0;Pagamento de débitos;D;4000.0;14.74;0.0;1.0;2;2;7
25.0;16800.0;Alugada;4.0;Médico;B;1200.0;10.38;0.0;0.0;2;2;2
26.0;57500.0;Hipotecada;2.0;Pagamento de débitos;A;7750.0;6.76;0.0;0.0;3;3;15
23.0;95000.0;Hipotecada;7.0;Educativo;A;35000.0;7.9;0.0;0.0;4;2;69
22.0;32400.0;Hipotecada;6.0;Empreendimento;B;4200.0;10.99;0.0;0.0;4;2;8
24.0;68000.0;Hipotecada;7.0;Educativo;A;6000.0;7.88;0.0;0.0;2;2;11
32.0;70000.0;Hipotecada;16.0;Melhora do lar;A;9000.0;7.14;0.0;0.0;10;4;17
36.0;34000.0;Alugada;20.0;Empreendimento;D;4000.0;14.59;1.0;0.0;11;5;7
44.0;30000.0;Alugada;6.0;Empreendimento;C;5000.0;13.98;0.0;0.0;11;6;9
26.0;115600.0;Hipotecada;4.0;Empreendimento;A;9925.0;7.29;0.0;0.0;4;3;19
25.0;95000.0;Hipotecada;0.0;Empreendimento;A;4000.0;8.0;0.0;0.0;4;2;7
23.0;38400.0;Alugada;1.0;Empreendimento;A;2000.0;7.66;0.0;0.0;3;2;3
24.0;84000.0;Alugada;3.0;Médico;B;13000.0;11.83;0.0;0.0;3;2;25
35.0;46000.0;Alugada;4.0;Pessoal;C;8800.0;14.27;0.0;0.0;7;4;17
25.0;15000.0;Alugada;0.0;Médico;A;2000.0;7.88;0.0;0.0;4;2;3
30.0;30000.0;Hipotecada;6.0;Educativo;B;10000.0;9.91;0.0;0.0;10;3;19
22.0;24996.0;Própria;2.0;Pessoal;B;13000.0;8.88;0.0;0.0;4;2;25
23.0;13920.0;Própria;2.0;Pessoal;E;7750.0;17.04;1.0;0.0;4;2;15
36.0;70000.0;Hipotecada;16.0;Pagamento de débitos;A;16000.0;6.91;0.0;0.0;14;5;31
31.0;30892.0;Alugada;3.0;Médico;B;3100.0;10.59;1.0;0.0;9;4;6
31.0;42000.0;Alugada;1.0;Empreendimento;C;20000.0;13.57;1.0;0.0;6;4;39
26.0;51000.0;Alugada;3.0;Melhora do lar;C;5500.0;13.49;1.0;1.0;2;3;10
22.0;63800.0;Hipotecada;7.0;Pagamento de débitos;B;25000.0;11.36;0.0;0.0;4;2;49
22.0;51000.0;Alugada;4.0;Educativo;D;9000.0;15.33;0.0;0.0;4;2;17
29.0;50000.0;Própria;3.0;Melhora do lar;B;4200.0;9.91;0.0;0.0;5;3;8
26.0;80000.0;Alugada;0.0;Melhora do lar;A;8000.0;5.99;0.0;0.0;2;3;15
23.0;70236.0;Hipotecada;7.0;Educativo;C;8700.0;13.47;0.0;1.0;4;2;17
23.0;57000.0;Alugada;3.0;Educativo;D;20000.0;16.89;1.0;0.0;2;2;39
24.0;45000.0;Alugada;0.0;Médico;A;5000.0;7.88;0.0;0.0;3;2;9
34.0;109200.0;Hipotecada;18.0;Empreendimento;C;6000.0;12.23;0.0;1.0;9;4;11
27.0;105000.0;Alugada;4.0;Empreendimento;B;20000.0;10.62;0.0;0.0;9;3;39
23.0;48000.0;Alugada;6.0;Educativo;A;7000.0;8.94;0.0;0.0;3;2;13
35.0;86000.0;Hipotecada;19.0;Médico;A;20000.0;6.54;0.0;0.0;10;4;39
21.0;63000.0;Hipotecada;2.0;Pessoal;B;10000.0;10.59;0.0;0.0;2;2;19
24.0;69600.0;Alugada;8.0;Pessoal;B;4900.0;9.99;0.0;0.0;2;2;9
24.0;73000.0;Alugada;1.0;Pagamento de débitos;D;11400.0;14.84;1.0;1.0;4;2;22
33.0;60000.0;Hipotecada;1.0;Melhora do lar;D;17000.0;16.07;0.0;0.0;9;4;33
24.0;120000.0;Alugada;0.0;Empreendimento;A;5775.0;6.17;0.0;0.0;2;2;11
26.0;80000.0;Alugada;2.0;Educativo;A;10000.0;8.49;0.0;0.0;4;3;19
26.0;47000.0;Alugada;2.0;Empreendimento;B;8400.0;11.83;0.0;0.0;4;3;16
23.0;94000.0;Hipotecada;1.0;Pessoal;A;13000.0;6.03;0.0;0.0;4;2;25
22.0;36600.0;Hipotecada;2.0;Pagamento de débitos;A;9950.0;7.29;0.0;0.0;3;2;19
27.0;36000.0;Hipotecada;3.0;Melhora do lar;A;2500.0;9.63;0.0;0.0;7;3;4
23.0;168952.0;Hipotecada;5.0;Melhora do lar;A;12500.0;8.94;1.0;0.0;2;2;24
23.0;102000.0;Hipotecada;2.0;Pessoal;A;6000.0;7.51;0.0;0.0;2;2;11
25.0;70000.0;Hipotecada;9.0;Médico;A;10000.0;5.42;0.0;0.0;4;2;19
23.0;28000.0;Alugada;8.0;Pagamento de débitos;A;8000.0;7.74;0.0;0.0;4;2;15
23.0;60000.0;Alugada;7.0;Empreendimento;B;10000.0;9.88;0.0;0.0;4;2;19
25.0;110000.0;Hipotecada;9.0;Educativo;A;5000.0;7.14;0.0;0.0;4;2;9
22.0;22000.0;Hipotecada;0.0;Médico;B;2400.0;11.71;0.0;0.0;3;2;4
30.0;265000.0;Hipotecada;3.0;Melhora do lar;D;24000.0;14.96;0.0;1.0;7;3;47
25.0;80000.0;Hipotecada;5.0;Melhora do lar;C;14625.0;12.68;0.0;1.0;4;2;29
23.0;51319.0;Hipotecada;2.0;Empreendimento;B;20000.0;10.37;0.0;0.0;3;2;39
26.0;33000.0;Alugada;4.0;Médico;D;8975.0;16.02;0.0;1.0;3;3;17
25.0;29000.0;Alugada;9.0;Médico;A;3000.0;6.62;1.0;0.0;2;2;5
23.0;80607.0;Alugada;2.0;Médico;B;6000.0;12.21;0.0;0.0;2;2;11
23.0;48000.0;Alugada;3.0;Educativo;B;6000.0;11.89;0.0;0.0;3;2;11
30.0;84996.0;Hipotecada;4.0;Pessoal;B;8000.0;12.69;0.0;0.0;7;3;15
27.0;180000.0;Hipotecada;2.0;Pessoal;C;8000.0;13.23;0.0;0.0;9;3;15
28.0;57600.0;Hipotecada;9.0;Educativo;D;12000.0;15.58;0.0;1.0;7;3;23
32.0;150000.0;Hipotecada;16.0;Médico;A;16000.0;6.03;0.0;0.0;10;4;31
34.0;38400.0;Alugada;1.0;Médico;B;6500.0;9.91;0.0;0.0;7;4;12
34.0;30000.0;Alugada;2.0;Pessoal;A;4000.0;7.51;0.0;0.0;7;4;7
36.0;120000.0;Hipotecada;12.0;Melhora do lar;A;14500.0;5.42;0.0;0.0;13;5;28
24.0;40000.0;Alugada;1.0;Médico;C;3000.0;14.22;0.0;0.0;4;2;5
